ID_Participante,ID_Cancion,ABRUMADO,ADMIRACIÓN,AGITADO,AGITADO(15),AGRADABLE,ALEGRE,ANIMADO,ATADO,CALMA,CARIÑOSO,CONMOVIDO,ENSUEÑO,ENÉRGICO,EUFÓRICO,FUERTE,NOSTALGICO,SENTIMENTAL,SERENO,SUAVE,TENSO,TIERNO,TRANQUILO,TRASCENDENCIA,TRISTE,TRIUNFANTE,Genero
,S4,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,4,0,0,DISCO
P23,GG8,0,0,0,0,0,0,5,0,0,4,0,0,5,0,0,0,0,4,0,0,0,0,0,0,5,REGGAETON
,HH5,0,4,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,4,0,0,SKA
,II8,0,0,0,0,0,0,0,5,0,0,4,0,0,0,5,0,0,0,0,0,4,0,5,0,0,CORRIDO TUMBADO
,JJ7,4,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,5,BANDA NORTEÑO
,KK4,0,0,0,0,0,0,5,0,0,4,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,MERENGUE
,LL10,0,0,0,0,0,4,5,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,0,0,0,CUMBIA
,MM9,4,0,0,0,0,0,4.5,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,BALADA
,NN7,0,0,0,0,0,0,5,3,0,0,0,4,0,0,5,0,0,0,0,0,0,0,5,0,0,CORRIDO
,OO7,0,0,0,0,0,0,5,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,5,MARIACHI
,PP3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,5,5,0,4,0,0,0,0,0,0,ROMANTICA
P24,FF6,0,0,0,0,0,4,5,0,0,0,0,0,0,4,5,0,0,5,0,0,0,0,0,0,0,SALSA
,GG6,3,5,0,0,0,0,0,0,0,4,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,REGGAETON
,HH7,0,4,0,0,0,0,4,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,0,SKA
,II6,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,4,4,0,0,0,0,0,0,0,CORRIDO TUMBADO
,JJ3,5,0,0,4,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,0,0,0,BANDA NORTEÑO
,KK2,4,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,4,0,0,0,5,0,0,MERENGUE
,LL2,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,CUMBIA
,NN4,0,0,0,0,0,4,5,4,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,CORRIDO
,OO5,0,5,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,MARIACHI
,PP2,0,0,0,0,0,0,3,0,0,4,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,ROMANTICA
P25,EE5,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,5,4,0,0,4,0,0,0,REGGAE ESP
,FF4,0,5,0,0,0,5,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,4,0,0,SALSA
,HH7,0,0,5,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,SKA
,II6,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,4,0,0,0,0,0,0,5,CORRIDO TUMBADO
,JJ3,0,4,0,0,0,4,5,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,BANDA NORTEÑO
,KK9,0,0,0,0,0,4,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,3,4,0,0,MERENGUE
,LL2,0,4,5,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,CUMBIA
,MM4,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,5,4,0,0,0,0,0,0,BALADA
,NN2,5,0,0,0,0,0,5,0,0,0,0,4,0,0,5,0,0,4,0,0,0,0,0,0,0,CORRIDO
,OO3,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,5,MARIACHI
P26,FF2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,0,0,0,5,0,0,0,0,SALSA
,G2,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,COUNTRY
,GG10,0,0,0,0,0,4,0,0,0,5,5,0,4,0,0,0,0,4,0,0,0,0,0,0,0,REGGAETON
,HH10,0,0,0,0,3,0,5,0,0,0,0,3,0,4,5,0,0,0,0,0,0,0,0,0,0,SKA
,I2,0,0,5,0,0,0,0,5,0,0,0,0,0,4,5,0,0,4,0,0,0,0,0,0,0,METAL
,I4,0,0,0,0,0,0,3,0,0,0,0,4,5,5,0,0,0,0,0,4,0,0,0,0,0,METAL
,JJ9,0,4,0,0,5,5,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,BANDA NORTEÑO
,K2,0,0,5,0,0,4,4,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,NU METAL
,MM2,0,4,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,BALADA
,OO1,0,0,5,0,0,5,0,0,0,5,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,MARIACHI
P27,A1,0,5,0,0,0,4,5,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,POP
,AA4,0,0,2,0,0,4,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,4,0,SOUL
,CC10,0,4,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,5,0,0,0,0,0,0,0,ROCK ESPAÑOL
,D1,3,0,0,0,4,0,0,0,0,0,5,0,0,0,5,4,0,0,0,0,0,0,0,0,0,ELECTRÓNICA
,DD3,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,5,4,0,0,RAP
,FF4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,4,4,0,0,0,0,0,0,5,SALSA
,GG2,4,0,3,0,0,5,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,REGGAETON
,H1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,0,0,3,0,0,3,0,0,0,BLUES
,HH2,0,0,0,0,0,5,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,SKA
,Z2,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,4,0,0,5,0,0,0,0,ROMANTIC INGLES
P28,B2,0,5,0,0,0,4,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,ROCK
,D4,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4,ELECTRÓNICA
,DD9,0,0,0,0,0,0,0,3,0,0,4,0,5,0,5,0,0,0,0,0,0,0,4,0,0,RAP
,EE9,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,0,0,0,5,0,0,REGGAE ESP
,FF9,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,4,5,0,0,0,0,0,0,0,0,SALSA
,HH3,0,0,0,0,0,0,4,0,0,0,3,0,5,0,5,0,0,3,0,0,0,0,0,0,0,SKA
,I1,0,0,0,0,0,0,4,0,0,0,0,0,5,0,5,0,0,0,0,3,0,0,0,0,4,METAL
,W2,0,0,3,0,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,TRAP
,Y4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,5,0,0,K POP
,Z3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,5,5,0,0,0,0,0,0,ROMANTIC INGLES
P29,AA1,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,0,0,4,5,0,0,SOUL
,B3,4,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,ROCK
,I5,0,5,0,0,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,METAL
,II3,5,0,4,0,0,0,3,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,CORRIDO TUMBADO
,JJ1,0,0,5,0,0,0,5,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0,BANDA NORTEÑO
,K4,4,0,5,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,NU METAL
,L5,0,4,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,5,0,0,PROGRESSIVE ROCK
,LL9,0,0,0,0,5,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,CUMBIA
,V3,0,0,0,0,0,0,4,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,4,DANCE
,Z4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,4,5,0,0,0,0,0,5,0,ROMANTIC INGLES
P30,A5,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,POP
,AA4,0,5,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,0,0,0,4,0,0,0,SOUL
,C1,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,5,0,5,HIP HOP
,CC5,5,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,5,0,0,0,0,0,0,0,ROCK ESPAÑOL
,EE6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,4,4,0,0,REGGAE ESP
,O5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,5,0,0,WORLD MUSIC
,PP1,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,0,0,0,5,0,0,0,0,0,4,ROMANTICA
,Q3,3,0,0,0,0,5,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,HARD ROCK
,W3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,5,4,0,4,TRAP
,Z1,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,3,4,0,0,0,ROMANTIC INGLES
